store,websites,attribute_set,type,category_ids,sku,has_options,name,image,small_image,thumbnail,url_key,url_path,options_container,image_label,small_image_label,thumbnail_label,price,weight,status,visibility,tax_class_id,brand,supplier,mode,description,short_description,special_from_date,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,low_stock_date,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,stock_status_changed_automatically,use_config_enable_qty_increments,product_name,store_id,product_type_id,product_status_changed,product_changed_websites,meta_title,meta_description,custom_design,page_layout,country_of_manufacture,msrp_enabled,msrp_display_actual_price_type,gift_message_available,special_price,msrp,is_recurring,meta_keyword,custom_layout_update,special_to_date,news_from_date,news_to_date,custom_design_from,custom_design_to
en,pdc,Default,simple,4,AGNT4053,0,Sensodyne True White Toothbrush S,/c/7/c78a8f517b3674337571c30026ecf28e_3416.png,/c/7/c78a8f517b3674337571c30026ecf28e_3416.png,/c/7/c78a8f517b3674337571c30026ecf28e_3416.png,sensodyne-true-white-toothbrush-s,sensodyne-true-white-toothbrush-s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Sensodyne ,ALPHAMED,Normal,AGNT_Sensodyne True White Toothbrush S,Sensodyne True White Toothbrush S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Sensodyne True White Toothbrush S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4056,0,Septrin Pediatric Suspension 100ML,/c/7/c78a8f517b3674337571c30026ecf28e_3417.png,/c/7/c78a8f517b3674337571c30026ecf28e_3417.png,/c/7/c78a8f517b3674337571c30026ecf28e_3417.png,septrin-pediatric-suspension-100ml,septrin-pediatric-suspension-100ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,IBN AL BEETAR TRADING,Normal,AGNT_Septrin Pediatric Suspension 100ML,Septrin Pediatric Suspension 100ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Septrin Pediatric Suspension 100ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4058,0,Septrin Tablet 20S,/c/7/c78a8f517b3674337571c30026ecf28e_3418.png,/c/7/c78a8f517b3674337571c30026ecf28e_3418.png,/c/7/c78a8f517b3674337571c30026ecf28e_3418.png,septrin-tablet-20s,septrin-tablet-20s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,IBN AL BEETAR TRADING,Normal,AGNT_Septrin Tablet 20S,Septrin Tablet 20S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Septrin Tablet 20S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4060,0,Seretide Diskus 50/500Mcg Inhaler 60UD,/c/7/c78a8f517b3674337571c30026ecf28e_3419.png,/c/7/c78a8f517b3674337571c30026ecf28e_3419.png,/c/7/c78a8f517b3674337571c30026ecf28e_3419.png,seretide-diskus-50-500mcg-inhaler-60ud,seretide-diskus-50-500mcg-inhaler-60ud.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,IBN AL BEETAR TRADING,Normal,AGNT_Seretide Diskus 50/500Mcg Inhaler 60UD,Seretide Diskus 50/500Mcg Inhaler 60UD,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Seretide Diskus 50/500Mcg Inhaler 60UD,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4061,0,Seretide Mdi 250/25Mcg Inhaler 120UD,/c/7/c78a8f517b3674337571c30026ecf28e_3420.png,/c/7/c78a8f517b3674337571c30026ecf28e_3420.png,/c/7/c78a8f517b3674337571c30026ecf28e_3420.png,seretide-mdi-250-25mcg-inhaler-120ud,seretide-mdi-250-25mcg-inhaler-120ud.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,IBN AL BEETAR TRADING,Normal,AGNT_Seretide Mdi 250/25Mcg Inhaler 120UD,Seretide Mdi 250/25Mcg Inhaler 120UD,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Seretide Mdi 250/25Mcg Inhaler 120UD,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4062,0,Seretide Mdi 50/25Mcg Inhaler 120UD,/c/7/c78a8f517b3674337571c30026ecf28e_3421.png,/c/7/c78a8f517b3674337571c30026ecf28e_3421.png,/c/7/c78a8f517b3674337571c30026ecf28e_3421.png,seretide-mdi-50-25mcg-inhaler-120ud,seretide-mdi-50-25mcg-inhaler-120ud.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,IBN AL BEETAR TRADING,Normal,AGNT_Seretide Mdi 50/25Mcg Inhaler 120UD,Seretide Mdi 50/25Mcg Inhaler 120UD,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Seretide Mdi 50/25Mcg Inhaler 120UD,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4063,0,Sifrol 0.7Mg Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3422.png,/c/7/c78a8f517b3674337571c30026ecf28e_3422.png,/c/7/c78a8f517b3674337571c30026ecf28e_3422.png,sifrol-0-7mg-tablet-30s,sifrol-0-7mg-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,GULF DRUG EST.,Normal,AGNT_Sifrol 0.7Mg Tablet 30S,Sifrol 0.7Mg Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Sifrol 0.7Mg Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4064,0,Silosin 4Mg Capsule 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3423.png,/c/7/c78a8f517b3674337571c30026ecf28e_3423.png,/c/7/c78a8f517b3674337571c30026ecf28e_3423.png,silosin-4mg-capsule-30s,silosin-4mg-capsule-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,CITY PHARMACY,Normal,AGNT_Silosin 4Mg Capsule 30S,Silosin 4Mg Capsule 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Silosin 4Mg Capsule 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4065,0,Silosin 8Mg Capsule 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3424.png,/c/7/c78a8f517b3674337571c30026ecf28e_3424.png,/c/7/c78a8f517b3674337571c30026ecf28e_3424.png,silosin-8mg-capsule-30s,silosin-8mg-capsule-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,CITY PHARMACY,Normal,AGNT_Silosin 8Mg Capsule 30S,Silosin 8Mg Capsule 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Silosin 8Mg Capsule 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4084,0,Sinomarin Mini Spray 30ML,/c/7/c78a8f517b3674337571c30026ecf28e_3425.png,/c/7/c78a8f517b3674337571c30026ecf28e_3425.png,/c/7/c78a8f517b3674337571c30026ecf28e_3425.png,sinomarin-mini-spray-30ml,sinomarin-mini-spray-30ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,INMAA DRUG STORE AND MED EQP,Normal,AGNT_Sinomarin Mini Spray 30ML,Sinomarin Mini Spray 30ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Sinomarin Mini Spray 30ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,13,AGNT4093,0,Softcal Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3426.png,/c/7/c78a8f517b3674337571c30026ecf28e_3426.png,/c/7/c78a8f517b3674337571c30026ecf28e_3426.png,softcal-tablet-30s,softcal-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Softcal ,NEW MEDICAL CENTRE,Normal,AGNT_Softcal Tablet 30S,Softcal Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Softcal Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4095,0,Solcoseryl Dental Adhesive Paste 5GM,/c/7/c78a8f517b3674337571c30026ecf28e_3427.png,/c/7/c78a8f517b3674337571c30026ecf28e_3427.png,/c/7/c78a8f517b3674337571c30026ecf28e_3427.png,solcoseryl-dental-adhesive-paste-5gm,solcoseryl-dental-adhesive-paste-5gm.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,NEW MEDICAL CENTRE,Normal,AGNT_Solcoseryl Dental Adhesive Paste 5GM,Solcoseryl Dental Adhesive Paste 5GM,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Solcoseryl Dental Adhesive Paste 5GM,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4098,0,Solu Cortef 100Mg/2Ml Injection 1S,/c/7/c78a8f517b3674337571c30026ecf28e_3428.png,/c/7/c78a8f517b3674337571c30026ecf28e_3428.png,/c/7/c78a8f517b3674337571c30026ecf28e_3428.png,solu-cortef-100mg-2ml-injection-1s,solu-cortef-100mg-2ml-injection-1s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,AGNT_Solu Cortef 100Mg/2Ml Injection 1S,Solu Cortef 100Mg/2Ml Injection 1S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Solu Cortef 100Mg/2Ml Injection 1S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4099,0,Solu Cortef 250Mg/2Ml Injection 1S,/c/7/c78a8f517b3674337571c30026ecf28e_3429.png,/c/7/c78a8f517b3674337571c30026ecf28e_3429.png,/c/7/c78a8f517b3674337571c30026ecf28e_3429.png,solu-cortef-250mg-2ml-injection-1s,solu-cortef-250mg-2ml-injection-1s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,AGNT_Solu Cortef 250Mg/2Ml Injection 1S,Solu Cortef 250Mg/2Ml Injection 1S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Solu Cortef 250Mg/2Ml Injection 1S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,13,AGNT4100,0,Sona Iron Complete Syrup 200ML,/c/7/c78a8f517b3674337571c30026ecf28e_3430.png,/c/7/c78a8f517b3674337571c30026ecf28e_3430.png,/c/7/c78a8f517b3674337571c30026ecf28e_3430.png,sona-iron-complete-syrup-200ml,sona-iron-complete-syrup-200ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Sona ,EXPERT DRUG STORE,Normal,AGNT_Sona Iron Complete Syrup 200ML,Sona Iron Complete Syrup 200ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Sona Iron Complete Syrup 200ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4105,0,Sortiva H 100/25 Mg Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3431.png,/c/7/c78a8f517b3674337571c30026ecf28e_3431.png,/c/7/c78a8f517b3674337571c30026ecf28e_3431.png,sortiva-h-100-25-mg-tablet-30s,sortiva-h-100-25-mg-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,CITY PHARMACY,Normal,AGNT_Sortiva H 100/25 Mg Tablet 30S,Sortiva H 100/25 Mg Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Sortiva H 100/25 Mg Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4106,0,Sortiva H 50/12.5 Mg Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3432.png,/c/7/c78a8f517b3674337571c30026ecf28e_3432.png,/c/7/c78a8f517b3674337571c30026ecf28e_3432.png,sortiva-h-50-12-5-mg-tablet-30s,sortiva-h-50-12-5-mg-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,CITY PHARMACY,Normal,AGNT_Sortiva H 50/12.5 Mg Tablet 30S,Sortiva H 50/12.5 Mg Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Sortiva H 50/12.5 Mg Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4108,0,Sporanox 100Mg Capsule 15S,/c/7/c78a8f517b3674337571c30026ecf28e_3433.png,/c/7/c78a8f517b3674337571c30026ecf28e_3433.png,/c/7/c78a8f517b3674337571c30026ecf28e_3433.png,sporanox-100mg-capsule-15s,sporanox-100mg-capsule-15s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,CITY PHARMACY,Normal,AGNT_Sporanox 100Mg Capsule 15S,Sporanox 100Mg Capsule 15S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Sporanox 100Mg Capsule 15S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4123,0,Statix 10Mg Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3434.png,/c/7/c78a8f517b3674337571c30026ecf28e_3434.png,/c/7/c78a8f517b3674337571c30026ecf28e_3434.png,statix-10mg-tablet-30s,statix-10mg-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,NEW MEDICAL CENTRE,Normal,AGNT_Statix 10Mg Tablet 30S,Statix 10Mg Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Statix 10Mg Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4124,0,Statix 40Mg Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3435.png,/c/7/c78a8f517b3674337571c30026ecf28e_3435.png,/c/7/c78a8f517b3674337571c30026ecf28e_3435.png,statix-40mg-tablet-30s,statix-40mg-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,NEW MEDICAL CENTRE,BestSeller,AGNT_Statix 40Mg Tablet 30S,Statix 40Mg Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Statix 40Mg Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4125,0,Stopkof Syrup 100ML,/c/7/c78a8f517b3674337571c30026ecf28e_3436.png,/c/7/c78a8f517b3674337571c30026ecf28e_3436.png,/c/7/c78a8f517b3674337571c30026ecf28e_3436.png,stopkof-syrup-100ml,stopkof-syrup-100ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,MUSCAT PHARMACEUTICALS,Normal,AGNT_Stopkof Syrup 100ML,Stopkof Syrup 100ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Stopkof Syrup 100ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4126,0,Strepsils Extra Black Currant Lozenge 24S,/c/7/c78a8f517b3674337571c30026ecf28e_3437.png,/c/7/c78a8f517b3674337571c30026ecf28e_3437.png,/c/7/c78a8f517b3674337571c30026ecf28e_3437.png,strepsils-extra-black-currant-lozenge-24s,strepsils-extra-black-currant-lozenge-24s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Strepsils ,IBN AL BEETAR TRADING,Normal,AGNT_Strepsils Extra Black Currant Lozenge 24S,Strepsils Extra Black Currant Lozenge 24S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Strepsils Extra Black Currant Lozenge 24S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,13,AGNT4127,0,Stress 600Mg With Zinc Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3438.png,/c/7/c78a8f517b3674337571c30026ecf28e_3438.png,/c/7/c78a8f517b3674337571c30026ecf28e_3438.png,stress-600mg-with-zinc-tablet-30s,stress-600mg-with-zinc-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Stress ,PHARMA TRADE,Normal,AGNT_Stress 600Mg With Zinc Tablet 30S,Stress 600Mg With Zinc Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Stress 600Mg With Zinc Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4128,0,Sucratec 1Mg Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3439.png,/c/7/c78a8f517b3674337571c30026ecf28e_3439.png,/c/7/c78a8f517b3674337571c30026ecf28e_3439.png,sucratec-1mg-tablet-30s,sucratec-1mg-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,NEW MEDICAL CENTRE,Normal,AGNT_Sucratec 1Mg Tablet 30S,Sucratec 1Mg Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Sucratec 1Mg Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4137,0,Suprax 100Mg Suspension 30ML,/c/7/c78a8f517b3674337571c30026ecf28e_3440.png,/c/7/c78a8f517b3674337571c30026ecf28e_3440.png,/c/7/c78a8f517b3674337571c30026ecf28e_3440.png,suprax-100mg-suspension-30ml,suprax-100mg-suspension-30ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,AL HAYAT PHARMACEUTICALS,Normal,AGNT_Suprax 100Mg Suspension 30ML,Suprax 100Mg Suspension 30ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Suprax 100Mg Suspension 30ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4138,0,Suprax 100Mg Suspension 60ML,/c/7/c78a8f517b3674337571c30026ecf28e_3441.png,/c/7/c78a8f517b3674337571c30026ecf28e_3441.png,/c/7/c78a8f517b3674337571c30026ecf28e_3441.png,suprax-100mg-suspension-60ml,suprax-100mg-suspension-60ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,AL HAYAT PHARMACEUTICALS,Normal,AGNT_Suprax 100Mg Suspension 60ML,Suprax 100Mg Suspension 60ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Suprax 100Mg Suspension 60ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4139,0,Symbicort 160/4.5Mcg Turbuhaler Inhaler 120UD,/c/7/c78a8f517b3674337571c30026ecf28e_3442.png,/c/7/c78a8f517b3674337571c30026ecf28e_3442.png,/c/7/c78a8f517b3674337571c30026ecf28e_3442.png,symbicort-160-4-5mcg-turbuhaler-inhaler-120ud,symbicort-160-4-5mcg-turbuhaler-inhaler-120ud.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,AGNT_Symbicort 160/4.5Mcg Turbuhaler Inhaler 120UD,Symbicort 160/4.5Mcg Turbuhaler Inhaler 120UD,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Symbicort 160/4.5Mcg Turbuhaler Inhaler 120UD,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4140,0,Symbicort 320/9Mcg Turbuhaler Inhaler 60UD,/c/7/c78a8f517b3674337571c30026ecf28e_3443.png,/c/7/c78a8f517b3674337571c30026ecf28e_3443.png,/c/7/c78a8f517b3674337571c30026ecf28e_3443.png,symbicort-320-9mcg-turbuhaler-inhaler-60ud,symbicort-320-9mcg-turbuhaler-inhaler-60ud.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,AGNT_Symbicort 320/9Mcg Turbuhaler Inhaler 60UD,Symbicort 320/9Mcg Turbuhaler Inhaler 60UD,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Symbicort 320/9Mcg Turbuhaler Inhaler 60UD,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4141,0,Symbicort 80/4.5Mcg Turbuhaler Inhaler 120UD,/c/7/c78a8f517b3674337571c30026ecf28e_3444.png,/c/7/c78a8f517b3674337571c30026ecf28e_3444.png,/c/7/c78a8f517b3674337571c30026ecf28e_3444.png,symbicort-80-4-5mcg-turbuhaler-inhaler-120ud,symbicort-80-4-5mcg-turbuhaler-inhaler-120ud.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,MODERN PHARMACEUTICAL CO.,Normal,AGNT_Symbicort 80/4.5Mcg Turbuhaler Inhaler 120UD,Symbicort 80/4.5Mcg Turbuhaler Inhaler 120UD,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Symbicort 80/4.5Mcg Turbuhaler Inhaler 120UD,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,13,AGNT4143,0,Synergy Kids Biotix Black Currant Chewable Tablet 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3445.png,/c/7/c78a8f517b3674337571c30026ecf28e_3445.png,/c/7/c78a8f517b3674337571c30026ecf28e_3445.png,synergy-kids-biotix-black-currant-chewable-tablet-30s,synergy-kids-biotix-black-currant-chewable-tablet-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Synergy ,ABCON INTERNATIONAL DRUG,Normal,AGNT_Synergy Kids Biotix Black Currant Chewable Tablet 30S,Synergy Kids Biotix Black Currant Chewable Tablet 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Synergy Kids Biotix Black Currant Chewable Tablet 30S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4151,0,Tarka 180Mg/2Mg Tablet 28S,/c/7/c78a8f517b3674337571c30026ecf28e_3446.png,/c/7/c78a8f517b3674337571c30026ecf28e_3446.png,/c/7/c78a8f517b3674337571c30026ecf28e_3446.png,tarka-180mg-2mg-tablet-28s,tarka-180mg-2mg-tablet-28s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,GULF DRUG EST.,Normal,AGNT_Tarka 180Mg/2Mg Tablet 28S,Tarka 180Mg/2Mg Tablet 28S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Tarka 180Mg/2Mg Tablet 28S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4152,0,Tavanic 500Mg Tablet 7S,/c/7/c78a8f517b3674337571c30026ecf28e_3447.png,/c/7/c78a8f517b3674337571c30026ecf28e_3447.png,/c/7/c78a8f517b3674337571c30026ecf28e_3447.png,tavanic-500mg-tablet-7s,tavanic-500mg-tablet-7s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,AL ITTIHAD DRUG STORE,Normal,AGNT_Tavanic 500Mg Tablet 7S,Tavanic 500Mg Tablet 7S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Tavanic 500Mg Tablet 7S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,4,AGNT4154,0,Tebodont Mouthwash 400ML,/c/7/c78a8f517b3674337571c30026ecf28e_3448.png,/c/7/c78a8f517b3674337571c30026ecf28e_3448.png,/c/7/c78a8f517b3674337571c30026ecf28e_3448.png,tebodont-mouthwash-400ml,tebodont-mouthwash-400ml.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,Tebodont ,AL HAYAT PHARMACEUTICALS,Normal,AGNT_Tebodont Mouthwash 400ML,Tebodont Mouthwash 400ML,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Tebodont Mouthwash 400ML,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4158,0,Tentex Royal Capsule 10S,/c/7/c78a8f517b3674337571c30026ecf28e_3449.png,/c/7/c78a8f517b3674337571c30026ecf28e_3449.png,/c/7/c78a8f517b3674337571c30026ecf28e_3449.png,tentex-royal-capsule-10s,tentex-royal-capsule-10s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,ARABIAN ETHICALS,Normal,AGNT_Tentex Royal Capsule 10S,Tentex Royal Capsule 10S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Tentex Royal Capsule 10S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4159,0,Tetracycline 250Mg Capsule 24S,/c/7/c78a8f517b3674337571c30026ecf28e_3450.png,/c/7/c78a8f517b3674337571c30026ecf28e_3450.png,/c/7/c78a8f517b3674337571c30026ecf28e_3450.png,tetracycline-250mg-capsule-24s,tetracycline-250mg-capsule-24s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,Normal,AGNT_Tetracycline 250Mg Capsule 24S,Tetracycline 250Mg Capsule 24S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Tetracycline 250Mg Capsule 24S,2,simple,,,,,,,,,,,,,,,,,,,,
en,pdc,Default,simple,8,AGNT4164,0,Theophar SR 100Mg Capsule 30S,/c/7/c78a8f517b3674337571c30026ecf28e_3451.png,/c/7/c78a8f517b3674337571c30026ecf28e_3451.png,/c/7/c78a8f517b3674337571c30026ecf28e_3451.png,theophar-sr-100mg-capsule-30s,theophar-sr-100mg-capsule-30s.html,Product Info Column,,,,1,1,Enabled,"Catalog, Search",Shipping,MEDICINES,JULPHAR DRUG STORE,Normal,AGNT_Theophar SR 100Mg Capsule 30S,Theophar SR 100Mg Capsule 30S,,100000,0,1,0,0,1,1,0,0,1,1,,,1,1,0,0,1,0,1,0,0,0,1,Theophar SR 100Mg Capsule 30S,2,simple,,,,,,,,,,,,,,,,,,,,
