"store","websites","attribute_set","type","category_ids","sku","has_options","name","url_key","url_path","options_container","price","weight","status","visibility","tax_class_id","brand","supplier","mode","description","short_description","special_from_date","qty","min_qty","use_config_min_qty","is_qty_decimal","backorders","use_config_backorders","min_sale_qty","use_config_min_sale_qty","max_sale_qty","use_config_max_sale_qty","is_in_stock","low_stock_date","notify_stock_qty","use_config_notify_stock_qty","manage_stock","use_config_manage_stock","stock_status_changed_auto","use_config_qty_increments","qty_increments","use_config_enable_qty_inc","enable_qty_increments","is_decimal_divided","stock_status_changed_automatically","use_config_enable_qty_increments","product_name","store_id","product_type_id","product_status_changed","product_changed_websites","meta_title","meta_description","image","small_image","thumbnail","custom_design","page_layout","image_label","small_image_label","thumbnail_label","country_of_manufacture","msrp_enabled","msrp_display_actual_price_type","gift_message_available","special_price","msrp","is_recurring","meta_keyword","custom_layout_update","special_to_date","news_from_date","news_to_date","custom_design_from","custom_design_to"
"admin","pdc","Default","simple","8","2583","0","BETASONE 0.1% OINT 15GM","betasone-0-1-oint-15gm","betasone-0-1-oint-15gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","BETASONE 0.1% OINT 15GM","BETASONE 0.1% OINT 15GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","BETASONE 0.1% OINT 15GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","363","0","BUTALIN 2MG TAB 20S","butalin-2mg-tab-20s","butalin-2mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","BUTALIN 2MG TAB 20S","BUTALIN 2MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","BUTALIN 2MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","2733","0","CETRALON 10MG TAB 10S","cetralon-10mg-tab-10s","cetralon-10mg-tab-10s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","CETRALON 10MG TAB 10S","CETRALON 10MG TAB 10S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","CETRALON 10MG TAB 10S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","420","0","CHLOROHISTOL 4MG TAB 20S","chlorohistol-4mg-tab-20s","chlorohistol-4mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","CHLOROHISTOL 4MG TAB 20S","CHLOROHISTOL 4MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","CHLOROHISTOL 4MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","5496","0","CLOFEN 1% GEL 50GM","clofen-1-gel-50gm","clofen-1-gel-50gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","CLOFEN 1% GEL 50GM","CLOFEN 1% GEL 50GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","CLOFEN 1% GEL 50GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","11899","0","DANDASHA 20MG TAB 4S","dandasha-20mg-tab-4s","dandasha-20mg-tab-4s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","DANDASHA 20MG TAB 4S","DANDASHA 20MG TAB 4S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","DANDASHA 20MG TAB 4S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","569","0","DIZINIL 50MG TAB 20S","dizinil-50mg-tab-20s","dizinil-50mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","DIZINIL 50MG TAB 20S","DIZINIL 50MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","DIZINIL 50MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","3021","0","EROMYCIN 500MG TAB 10S","eromycin-500mg-tab-10s","eromycin-500mg-tab-10s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","EROMYCIN 500MG TAB 10S","EROMYCIN 500MG TAB 10S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","EROMYCIN 500MG TAB 10S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","854","0","GUPISONE 5MG TAB 20S","gupisone-5mg-tab-20s","gupisone-5mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","GUPISONE 5MG TAB 20S","GUPISONE 5MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","GUPISONE 5MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","3206","0","HAEMOPROCT RECTAL OINT 30GM","haemoproct-rectal-oint-30gm","haemoproct-rectal-oint-30gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","HAEMOPROCT RECTAL OINT 30GM","HAEMOPROCT RECTAL OINT 30GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","HAEMOPROCT RECTAL OINT 30GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","5689","0","JULMENTIN 2X 1000MG TAB 15S","julmentin-2x-1000mg-tab-15s","julmentin-2x-1000mg-tab-15s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","JULMENTIN 2X 1000MG TAB 15S","JULMENTIN 2X 1000MG TAB 15S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","JULMENTIN 2X 1000MG TAB 15S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","944","0","KAPTIN SUSPN 200ML","kaptin-suspn-200ml","kaptin-suspn-200ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","KAPTIN SUSPN 200ML","KAPTIN SUSPN 200ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","KAPTIN SUSPN 200ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1140","0","MEBO SCAR OINT 30GM","mebo-scar-oint-30gm","mebo-scar-oint-30gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","MEBO SCAR OINT 30GM","MEBO SCAR OINT 30GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","MEBO SCAR OINT 30GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","13512","0","NORMALINE NASAL DROPS 10ML","normaline-nasal-drops-10ml","normaline-nasal-drops-10ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","NORMALINE NASAL DROPS 10ML","NORMALINE NASAL DROPS 10ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","NORMALINE NASAL DROPS 10ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1519","0","PANDERM OINT 15GM","panderm-oint-15gm","panderm-oint-15gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","PANDERM OINT 15GM","PANDERM OINT 15GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","PANDERM OINT 15GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1727","0","PROFINAL 600MG TAB 20S","profinal-600mg-tab-20s","profinal-600mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","PROFINAL 600MG TAB 20S","PROFINAL 600MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","PROFINAL 600MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","5923","0","PROFINAL SYRUP 110ML","profinal-syrup-110ml","profinal-syrup-110ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","PROFINAL SYRUP 110ML","PROFINAL SYRUP 110ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","PROFINAL SYRUP 110ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","4018","0","SCOPINAL 20MG INJ 1MLX5S","scopinal-20mg-inj-1mlx5s","scopinal-20mg-inj-1mlx5s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","SCOPINAL 20MG INJ 1MLX5S","SCOPINAL 20MG INJ 1MLX5S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","SCOPINAL 20MG INJ 1MLX5S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","4092","0","SOFLAX SOLUTION 200ML","soflax-solution-200ml","soflax-solution-200ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","SOFLAX SOLUTION 200ML","SOFLAX SOLUTION 200ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","SOFLAX SOLUTION 200ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1894","0","SOOLAN PAED SYRUP 100ML","soolan-paed-syrup-100ml","soolan-paed-syrup-100ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","SOOLAN PAED SYRUP 100ML","SOOLAN PAED SYRUP 100ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","SOOLAN PAED SYRUP 100ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","4159","0","TETRACYCLINE 250MG CAP 24S","tetracycline-250mg-cap-24s","tetracycline-250mg-cap-24s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","TETRACYCLINE 250MG CAP 24S","TETRACYCLINE 250MG CAP 24S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","TETRACYCLINE 250MG CAP 24S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","4164","0","THEOPHAR SR 100MG CAP 30S","theophar-sr-100mg-cap-30s","theophar-sr-100mg-cap-30s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","THEOPHAR SR 100MG CAP 30S","THEOPHAR SR 100MG CAP 30S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","THEOPHAR SR 100MG CAP 30S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","2211","0","XYLOLIN ADULT NASAL SPRAY 10ML","xylolin-adult-nasal-spray-10ml","xylolin-adult-nasal-spray-10ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","XYLOLIN ADULT NASAL SPRAY 10ML","XYLOLIN ADULT NASAL SPRAY 10ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","XYLOLIN ADULT NASAL SPRAY 10ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","2212","0","XYLOLIN CHILD NASAL SPRAY 10ML","xylolin-child-nasal-spray-10ml","xylolin-child-nasal-spray-10ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","BestSeller","XYLOLIN CHILD NASAL SPRAY 10ML","XYLOLIN CHILD NASAL SPRAY 10ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","XYLOLIN CHILD NASAL SPRAY 10ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","34","0","ADOL 120MG/5ML SUSPN 100ML","adol-120mg-5ml-suspn-100ml","adol-120mg-5ml-suspn-100ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","ADOL 120MG/5ML SUSPN 100ML","ADOL 120MG/5ML SUSPN 100ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","ADOL 120MG/5ML SUSPN 100ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","35","0","ADOL 120MG/5ML SYRUP 100ML","adol-120mg-5ml-syrup-100ml","adol-120mg-5ml-syrup-100ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","ADOL 120MG/5ML SYRUP 100ML","ADOL 120MG/5ML SYRUP 100ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","ADOL 120MG/5ML SYRUP 100ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","36","0","ADOL 125MG SUPPO 10S","adol-125mg-suppo-10s","adol-125mg-suppo-10s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","ADOL 125MG SUPPO 10S","ADOL 125MG SUPPO 10S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","ADOL 125MG SUPPO 10S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","40","0","ADOL DROPS 15ML","adol-drops-15ml","adol-drops-15ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","ADOL DROPS 15ML","ADOL DROPS 15ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","ADOL DROPS 15ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","2375","0","ALFACORT CREAM 15GM","alfacort-cream-15gm","alfacort-cream-15gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","ALFACORT CREAM 15GM","ALFACORT CREAM 15GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","ALFACORT CREAM 15GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","364","0","BUTALIN 4MG TAB 20S","butalin-4mg-tab-20s","butalin-4mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","BUTALIN 4MG TAB 20S","BUTALIN 4MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","BUTALIN 4MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","4568","0","CHLOROHISTOL INJ 10MG/ML 1MLX5S","chlorohistol-inj-10mg-ml-1mlx5s","chlorohistol-inj-10mg-ml-1mlx5s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","CHLOROHISTOL INJ 10MG/ML 1MLX5S","CHLOROHISTOL INJ 10MG/ML 1MLX5S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","CHLOROHISTOL INJ 10MG/ML 1MLX5S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","2769","0","CLOFEN 1% GEL 20GM","clofen-1-gel-20gm","clofen-1-gel-20gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","CLOFEN 1% GEL 20GM","CLOFEN 1% GEL 20GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","CLOFEN 1% GEL 20GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","2770","0","CLOFEN 12.5MG SUPPO 10S","clofen-12-5mg-suppo-10s","clofen-12-5mg-suppo-10s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","CLOFEN 12.5MG SUPPO 10S","CLOFEN 12.5MG SUPPO 10S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","CLOFEN 12.5MG SUPPO 10S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","744","0","FLUKIT TAB 20S","flukit-tab-20s","flukit-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","FLUKIT TAB 20S","FLUKIT TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","FLUKIT TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","4642","0","FOLICUM 5MG TAB 20S","folicum-5mg-tab-20s","folicum-5mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","FOLICUM 5MG TAB 20S","FOLICUM 5MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","FOLICUM 5MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","3142","0","GAMAVATE 0.05% CREAM 25GM","gamavate-0-05-cream-25gm","gamavate-0-05-cream-25gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","GAMAVATE 0.05% CREAM 25GM","GAMAVATE 0.05% CREAM 25GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","GAMAVATE 0.05% CREAM 25GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","3143","0","GAMAVATE 0.05% OINT 25GM","gamavate-0-05-oint-25gm","gamavate-0-05-oint-25gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","GAMAVATE 0.05% OINT 25GM","GAMAVATE 0.05% OINT 25GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","GAMAVATE 0.05% OINT 25GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","853","0","GUPISONE 20MG TAB 20S","gupisone-20mg-tab-20s","gupisone-20mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","GUPISONE 20MG TAB 20S","GUPISONE 20MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","GUPISONE 20MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","7391","0","GYNO MIKOZAL 400MG VAG OVULES 3S","gyno-mikozal-400mg-vag-ovules-3s","gyno-mikozal-400mg-vag-ovules-3s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","GYNO MIKOZAL 400MG VAG OVULES 3S","GYNO MIKOZAL 400MG VAG OVULES 3S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","GYNO MIKOZAL 400MG VAG OVULES 3S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","3205","0","HAEMOPROCT CREAM 30GM","haemoproct-cream-30gm","haemoproct-cream-30gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","HAEMOPROCT CREAM 30GM","HAEMOPROCT CREAM 30GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","HAEMOPROCT CREAM 30GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","14128","0","IVY-CALM 35MG/5ML COUGH SYRUP 120ML","ivy-calm-35mg-5ml-cough-syrup-120ml","ivy-calm-35mg-5ml-cough-syrup-120ml.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","IVY-CALM 35MG/5ML COUGH SYRUP 120ML","IVY-CALM 35MG/5ML COUGH SYRUP 120ML","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","IVY-CALM 35MG/5ML COUGH SYRUP 120ML","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","5700","0","JULMENTIN FORTE 625MG TAB 20S","julmentin-forte-625mg-tab-20s","julmentin-forte-625mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","JULMENTIN FORTE 625MG TAB 20S","JULMENTIN FORTE 625MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","JULMENTIN FORTE 625MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","997","0","LAXAL 12MG TAB 20S","laxal-12mg-tab-20s","laxal-12mg-tab-20s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","LAXAL 12MG TAB 20S","LAXAL 12MG TAB 20S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","LAXAL 12MG TAB 20S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1136","0","MEBO OINT 15GM","mebo-oint-15gm","mebo-oint-15gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","MEBO OINT 15GM","MEBO OINT 15GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","MEBO OINT 15GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1137","0","MEBO OINT 30GM","mebo-oint-30gm","mebo-oint-30gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","MEBO OINT 30GM","MEBO OINT 30GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","MEBO OINT 30GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1138","0","MEBO OINT 50GM","mebo-oint-50gm","mebo-oint-50gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","MEBO OINT 50GM","MEBO OINT 50GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","MEBO OINT 50GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","1139","0","MEBO OINT 75GM","mebo-oint-75gm","mebo-oint-75gm.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","MEBO OINT 75GM","MEBO OINT 75GM","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","MEBO OINT 75GM","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
"admin","pdc","Default","simple","8","7485","0","MOXAL PLUS CHEW TAB 50S","moxal-plus-chew-tab-50s","moxal-plus-chew-tab-50s.html","Product Info Column","1.0000","1.0000","Enabled","Catalog, Search","Shipping","General","JULPHAR DRUG STORE","Normal","MOXAL PLUS CHEW TAB 50S","MOXAL PLUS CHEW TAB 50S","","100000.0000","0.0000","1","0","0","1","1.0000","0","0.0000","1","1","","","1","1","0","0","1","0.0000","1","0","0","0","1","MOXAL PLUS CHEW TAB 50S","0","simple","","","","","","","","","","","","","","","","","","","","","","","","","",""
